,Text,Analysis
37581,Republican Mark Kirk is outsourcing his campaign to a Super PAC funded almost exclusively by a bunch of hedge fund billionaires. ...I dont have a Super PAC.,1
37583,Under the Nuclear Nonproliferation Treaty enrichment has been limited to basically the weapons states.,0
37585,Sen. Jeff Merkley voted six times for more debt.,1
37586,How many concerts would Taylor Swift have to perform to pay off one day of interest on our national debt? She would have to perform every day for three years.,1
37588,Says the United States has the worlds greatest health care system.,1
37589,U.S. Senate candidate Jack Kingston requested more earmarks than any other GA Congressman and all GA GOP members combined.,1
37590,Siemens has been unable to fill approximately 200 skilled trade positions in metro Atlanta.,0
37592,Says Delaware County has more waterfront property than any other county in the state of Ohio,1
37594,"John McCain's health care plan ""leaves you on your own to pay McCains health insurance tax.""",1
37595,Georgia has led the nation in student fatalities caused by motorists illegally passing stopped school buses.,0
37597,"I delivered a flat tax for my state. I took my state to No. 1 in job creation. With all due respect to what Rick Perry has said about Texas, we did a little bit better.",1
37599,I cut taxes 23 times when I was mayor of New York City.,1
37601,"In a sweetheart deal members of Congress, thanks to the Obama administration, are going to be the only people in America to get subsidies in the Obamacare exchanges.",1
37603,"Under Republican Governor Chris Christie, tolls cost more. Train and bus rides cost more. College tuition goes up. But Christie protected a tax cut for millionaires.",1
37605,Florida Democrats put my Social Security number and my wifes Employment Identification Number in a mail piece.,1
37606,Says new EPA water regulations would force the state to make drainage canals every bit as clean as pristine Florida river systems.,1
37608,"During eight years under Ronald Reagan, African-American median income rose by about $5,000.",1
37611,"After 30 years of inaction, we raised fuel standards so that by the middle of the next decade, cars and trucks will go twice as far on a gallon of gas.",1
37613,More private-sector jobs were created in the first eight months of 2010 than in the eight years of the Bush administration.,1
37614,Creeping defense commitments in (the Middle East) and globally now consume over half the U.S. discretionary budget annually.,0
37615,"Karen Handel would have felt like it was OK to go in and abort Sarah Palins son Trig, who has Down syndrome.",1
37616,The U.S. Census believes that by 2030 the majority of Americans will use Spanish as their first language.,1
37618,Politicians and their corporate lobbyists are trying to take away my right to spend my paycheck how I want.,1
37624,Says Rick Perry is the guy that tracked down Democratic legislators who fled Texas in 2003.,0
37626,"Eighty-five percent of Floridians who will benefit from expanding Medicaid are single, childless adults.",0
37627,The Wisconsin unemployment rate was higher than the U.S. rate during only three months when Mary Burke was state commerce secretary.,1
37628,Georgia lawmakers fuel up for the session by feasting on wild hogs.,1
37629,Switzerland (where the government) issues every household a gun . . . has the lowest gun related crime rate of any civilized country in the world!!!,1
37630,Says Will Rasmussen falsely claimed he had lived in the West Linn district for about a year.,0
37632,We dont have a (military) reserve force if something happens.,0
37636,"Before the HOPE scholarship, 70 percent of the high school students who made 1400 or above on their SAT left the state of Georgia. Now, 70 percent of those stay in the state of Georgia.",1
37637,No Democratic campaign for (Fla.) governor has ever had these kinds of resources this early on in an election cycle.,1
37638,Says Hillary Clinton has spoken such lies about my foreign policy. They said I want Japan to get nuclear weapons. Give me a break.,0
37639,The error rates for the Fulton County elections department are well below the average.,0
37640,"Oregon concealed gun applications include home phone numbers, home address, Social Security numbers, what kinds of guns you have in the house whether you were dishonorably discharged from the military, what controlled substances you are taking and were you ever accused of -- accused, mind you -- of stalking.",0
37642,"While the smoking rate nationally has fallen, more than 18 percent of Georgians still light up.",1
37645,I think [a little] less than half of the people in our prisons are in there for less than a year. ... We have people who are check kiters and dont pay child support and we are locking them up in the state pen.,0
37646,"Rob Portmans plan to tax, slash and privatize Social Security would devastate Ohioans.",1
37648,The state constitution clearly says theres not to be a state income tax in Tennessee.,1
37650,Quarterbacks won the (Super Bowl) MVP more than 50 percent of the time.,1
37653,"In the past, President Obama has refused to meet with representatives from Cuban exile organizations.",0
37656,Says his transportation plan would make Virginia the first state in the nation to eliminate the state tax on gasoline.,1
37657,Wisconsin now ranks among the top 10 states for out-migration.,1
37658,Weve outdrawn the Super Bowl for a little while now in the arenas and stadiums that weve followed them in for the Super Bowl. Weve gone in after [the NFL] and surpassed their ticket sales.,1
37661,Says Paul Workman authored legislation providing amnesty for illegal immigrants.,0
37663,Says Common Core is a federal mandate.,0
37665,60 percent of Texas 8th graders are not proficient in math. Only 26% have a teacher with a undergraduate major in math.,1
37666,Ten retired nuns were barred from voting in the 2008 Indiana Democratic primary.,1
37668,"John McCain ""voted against the tax cuts of 2001 and 2003, wrongly claiming they helped only the rich.""",0
37669,"In Virginia, people are going and getting marriage licenses who are 12 and 13, and 14 and 15 years old.",1
37672,"The Congressional Budget Office -- supposedly non-partisan -- estimates that in just a few years the average cost to every family of four (from cap and trade) will be $6,800 per year.",0
37678,"In just a few decades, Social Security, Medicare and Medicaid, other mandatory spending programs, and paying interest due on the debt will eclipse our entire budget.",0
37679,There are only about 10 people in the United States Senate who have any real business experience.,1
37685,SaysPatrick Murphys Pay More energy agenda means you could pay another $500 a year for your utility bills!,1
37686,Paul Ryan is one of less than a dozen Republican congressmen to have voted for every bailout to come before Congress.,0
37688,Virginia Democrats recently enforced voter ID rules that were considerably more stringent than those contained in the state law they denounce.,1
37689,"Under Donald Trumps tax plan, the top 0.1 percent of taxpayers -- people earning multiple millions of dollars a year, on average -- would get more tax relief than the bottom 60 percent of taxpayers combined.",1
37690,Federal money for Medicaid expansion is guaranteed for a few years and then goes away.,0
37691,"Barack Obama will ""raise Social Security taxes.""",1
37693,Sherrod Brown sent billions of our tax dollars to foreign countries.,0
37694,Says PolitiFact listed Governor Scott Walker of Wisconsin as the Governor who told the most lies and our own untruthful Governor Chris Christie made it into Politifacts top five of Lie - en Governors.,1
37697,"Already, the mayor of Green Bay is having ribbon-cutting after ribbon-cutting for economic development around the new VA center.",1
37698,"(Bill) McCollum also voted for numerous amendments to weaken the legislation, even voting to make trains less accessible to those in wheelchairs.",1
37699,"People want the minimum wage, they want marriage equality, they want womens health care. Theres issues that actually that really do matter, social issues that matter to the people of this state. So I know Barbara would support those issues, I know the governor hasnt. Youve seen the actions hes taken on them.",1
37701,"Phil Puckett voted no on sending the EPA a message that theyve gone too far not once, but twice.",1
37702,"A recent study revealed that, across the nation, taxes would have to be increased by an average of $1,300 a year just to support the currently unsustainable public employee pension systems. In Florida, that dollar figure translates to $813 a year.",0
37704,AIG has fully repaid the federal government plus a profit of more than $22 billion.,1
37706,"Says McCain once said that on ""the most important issues of our day, I've been totally in agreement and support of President Bush.""",1
37707,Says Barack Obama said when he was running for office four years ago that he would halve the annual deficit by the end of his first term. That simply has not happened.,1
37709,"The 2016 federal omnibus spending bill funds illegal immigrants coming in and through your border, right through Phoenix.",0
37710,Says Measures 82 and 83 authorize just one more casino.,1
37713,"When it comes to aid, ""the United States is still about half as what European countries give as a percentage.""",0
37715,Says marijuana use among Colorado high school students has not increased since legalization.,1
37717,Manufacturing wages today in America on a per-hour basis are actually a bit lower than average wages in the economy as a whole.,1
37721,Ken Cuccinelli tried to shut down state government.,0
37722,"When Mitt Romney was governor, Massachusetts ... (had) more debt per person than any other state in the country.",1
37725,Several elected state officials have opened their homes to children in need of loving families.,1
37727,"We know from ... the federal data, that they only stop or apprehend one out of four illegal people crossing our border.",0
37729,Says he signed legislation leading to 12 Texas abortion clinics being closed.,0
37730,It is Hillary Clintons agenda to release the violent criminals from jail. She wants them all released.,0
37731,"Youve got each day 10,000 new seniors, baby boomers, becoming eligible for the entitlement programs.",1
37732,"Says economists Harvey Rosen and Martin Feldstein have said that paying for (Mitt) Romneys tax cuts would require large tax increases on families making between $100,000 and $200,000.",1
37733,Says Mitt Romney put Planned Parenthood on a state medical board but failed to put a pro-life group on the same board.,0
37734,Three courts have found the new health care law constitutional and two have found it unconstitutional.,1
37735,"Housing prices dropped for the 30 months prior to Barack Obama taking office, and they have stabilized, theyve been about flat since the president came in.",0
37738,Says he tore down hundreds of abandoned homes that served as havens for crime and reduce(d) the value of our neighborhoods.,0
37739,Compact fluorescent light bulbs are toxic and not environmentally friendly.,1
37740,"The proposed mine in northern Wisconsin would be built without any government oversight, and will be nine miles long.",0
37741,Says car insurance rates have decreased since about a decade ago because of market-based solutions that attracted more auto insurers to New Jersey.,1
37744,The U.S. military is in 130 countries. We have 900 bases around the world.,0
37746,"Says that illegal immigrants get a $100,000 break on University of Texas tuition over four years.",0
37750,The home-mortgage deduction is widely thought to be a middle-class benefit. Its not -- 73 percent of it goes to people making a quarter-million dollars or more a year.,1
37751,A real result of his term is Georgia having the lowest taxes per capita of any state.,1
37752,Most of the black scientists in this country dont come from schools like the University of Texas. They come from lesser schools.,1
37753,Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,1
37754,Even high estimates for an early draft of the health care plan are less than the $1.8 trillion cost of the Bush tax cuts.,1
37756,The White House had a live video feed of the Benghazi attacks as they occurred.,1
37758,"Says Donald Trump was asked if he would defend our allies. He said well, first hed want to know if they made any payments to us to defend them.",1
37759,"In 2008, tourism brought in $38 billion dollars and supported more than 300,000 jobs in the state of New Jersey.",1
37760,Florida is 49th in per capita spending on mental health care.,0
37762,The oceans have become 30 percent more acidic.,1
37763,"The book Little Red Riding Hood is something thats been banned in America, but not assault weapons.",0
37765,The nations food supply is 99.99 percent safe.,1
37768,Our whole food system in this country...most of it is genetically engineered. And (there is) no testing for the health consequences of this food.,1
37771,"Says that from 1992 through 2010, every statewide candidate drawing over 43 percent of the vote in a Republican Texas primary won the resulting runoff.",1
37772,Says members of the military have sent him more campaign contributions than theyve sent President Barack Obama and more than twice what theyve sent other Republican presidential candidates.,1
37774,To say a family has to buy a product from a private company is clearly beyond the delegated powers of the U.S. Constitution.,1
37777,"I vetoed more than $3 billion in spending. Lawmakers and I cut taxes for 40,000 small businesses. Now Texas is No. 1 in job creation. The nations five best housing markets are right here in Texas. We balanced five state budgets and we cut state spending.",1
37779,SaysDonald Trump called pregnant employees an inconvenience.,1
37780,"Every month, we get the reports from the Bureau of Labor Statistics that say even more people have given up looking for work.",1
37783,"Amid the crisis at our southern border, there are reports of illegal migrants carrying deadly diseases such as Ebola virus.",0
37784,"Says for the equivalent cost of a single mile of freeway, we have a bike infrastructure.",0
37787,Taking the Fifth Amendment in a deposition about the Columbia/HCA hospital chain he founded means a truthful answer to the questions that (Rick Scott) was asked would incriminate him.,1
37788,We have more scientists and engineers per square mile than anywhere in the world.,1
37789,The Defense Department received only one-half of 1 percent of the nearly trillion-dollar stimulus package funding.,1
37792,"Every illegal immigrant can be eligible for up to $36,000 to $38,000 in earned income tax credits without paying a dime in.",0
37793,You look at defense were spending more than the rest of the world combined.,1
37794,The Navy is bringing charges against a Navy officer who shot at the Chattanooga shooter for illegally discharging a firearm on federal property.,0
37806,"Ann Kuster turned a blind eye to those in need of funding by voting against funding for our nations veterans, low-income women and children, the FDA and the National Institutes of Health.",0
37808,"Currently, almost 40 percent of people with HIV are not diagnosed until they already have developed AIDS. And that can be up to 10 years after they first are infected with HIV.",1
37809,Obama has proposed a 1.4% pay increase for active duty military in 2011. This is THE LOWEST SINCE 1973 ... A LOWER PAY INCREASE THAN WELFARE RECIPIENTS!!!,0
37812,"From 1960, the year I was born, until the time I became Governor in 2003, the average two-year increase in Minnesota state spending was 21 percent. we brought that down dramatically, to about 1.7 percent per year.",0
37815,"Semi-automatic weapons, whether pistol or rifle, were designed for use by the military on the battlefield.",0
37817,Subsidies for oil and gas companies make up 88 percent of all federal subsidies. Just cutting the oil and gas subsidies out would save the U.S. government $45 billion every year.,0
37818,"Says if elected, he would be the first Mayor who lives east of 82nd.",1
37819,Mitt Romney is the first Massachusetts politician to run for president and not win the New Hampshire primary in a generation.,1
37820,"In the stimulus, ""$15 million dollars went to 'build a bigger, better airport' for the town of Ouzinkie, Alaska, population 165.""",1
37822,"For African-Americans between the ages of 17 and 20, the real unemployment rate is 51 percent.",1
37823,Weve seen more manufacturing jobs created since Ive been president than anytime since the 1990s. Thats a fact.,1
37824,President Obama has broken his pledge to the American people to be transparent throughout (health care reform negotiations).,0
37825,The Obama administration will give Pennsylvania $160 million to pay for health insurance plans that cover any legal abortion.,1
37827,"In New Orleans, nearly100 percent of our kids are in charter schools.",1
37828,The steel industry is producing as much steel in the United States as it ever was. Its just (that) it needs one-tenth of the workers that it used to.,1
37832,"Under Donald Trumps tax plan, 51 percent of single parents would see their taxes go up.",0
37834,We have more coal reserves in the United States than they have oil reserves in Saudi Arabia.,1
37835,"Over half of the people who would be taxed under (a millionaire surtax) are, in fact, small businesspeople.",0
37837,Mental health provisions related to mass shootings got over 90 votes in the Senate.,0
37838,"Young women today in metropolitan areaswho are childless and single are out-earning childless, single young males.",1
37840,"You worked hard for your money and you paid your taxes when you earned it. Now, (Indiana Republican congressional candidate) Todd Young wants to tax it again when you spend it.",1
37843,Were inches away from no longer having a free economy.,1
37845,"Romneycare covers abortion, illegal immigrants and has a public option. Obamacare does not.",0
37846,"Not a single Republican candidate, announced or potential, is clearly and consistently supporting a path to citizenship. Not one.",1
37850,"Even after Syrian troops began to shoot protesters in the streets with live ammunition in 2011, Clinton labeled Bashar al-Assad a reformer.",1
37852,Says U.S. Rep. Paul Ryan attacked the president for the same amount of Medicare savings that (Ryan) had in his own budget.,1
37854,"About 40 percent of U.S. illegal immigrants came in on an airplane, with a legal visa, and just overstayed their visa and have never gone home.",0
37855,"The Obama administration ""spent more money on the Cash for Clunkers program than the space program.""",1
37857,Florida has more concealed weapons permits than any other state.,1
37859,Google search spike suggests many people dont know why they voted for Brexit.,1
37861,Scott Walkers income tax plan is a tax hike. It increases taxes for nearly 80% of the people in the state.,1
37862,Gov. Kitzhaber oversaw creation of the Oregon driver card law behind closed doors without allowing any input from citizens who represent the public interest.,0
37863,"So that 2005 energy bill was a big step backwards on the path to clean, renewable energy. That's why I voted against it.",1
37865,Says an arts tax would provide funding for certified arts and music teachers for every elementary school serving Portland residents.,1
37866,"Every year the average woman loses around $11,000 to the wage gap, which amounts to a $500,000 vagina tax over her working career.",0
37869,Those who fail to buy health insurance under Obamacare face the threat of jail time.,0
37870,"Since December 2010 Florida has created 540,000 new jobs.",1
37871,People who wash cars at home will use approximately 80 percent more water than they do in a car wash.,1
37875,"Because of the new health care law, 2.5 million young adults now have coverage.",1
37878,Says Patrick Murphy was named one of Americas least effective congressmen.,1
37880,"Frankly, (Hillary Clinton) doesnt do very well with women.",1
37882,The gun industry isthe only business in America that is wholly protected from any kind of liability.,1
37883,Your tellers were paid kickbacks for directing elderly consumers from ... safe deposits to risky ones.,1
37887,Says Barack Obama didnt keep his promise to have an immigration bill in his first year.,1
37888,"In the early 1960s, all levels of government were consuming about 27 percent of the U.S. economy, a number that has risen to 37 percent today. With that trendline, we cease at some point to be a free economy.",1
37891,"Health insurance companies are making record profits, right now.",1
37892,"Every 10th dollar spent by the Social Security Administration on its program for the poor is waste, or fraud, they cant validate that the people should have gotten it, totaling about $8 billion a year.",0
37895,"President Obama was saying success is the result of government, not hard-working people, when he said, If youve got a business, you didnt build that. Somebody else made that happen.",1
37897,"Fox admits they lie and, under the First Amendment, have the right to lie or deliberately distort news reports on public airwaves.",1
37899,Federal investigators found a company that (David Perdue) ran discriminated against women -- paid them less than men for the same work.,0
37900,"Says weve accomplished balancing two budgets without raising taxes. Weve now created 60,000 new private-sector jobs. Weve made government smaller.",1
37901,(The farm bill) has aprovision that would in many ways reduce the deficit.,1
37903,A (state) trooper with 10 years on the force is getting $500 a year more than a trooper with 10 minutes on the force.,1
37906,"Congress shoveled $700 billion into the Troubled Assets Relief Program, $325 billion of which has been spent without purchasing any toxic assets.",0
37907,Says Bill Nelson cast the deciding vote for Obamacare cutting Medicare spending by $700 billion and letting an unelected board decide what gets covered here.,0
37910,"Tim Kaine, as governor, proposed tax increases on people earning as little as $17,000.",0
37911,"When we held recent economic dialogues with China, we agreed on over 100 different things including wildlife trafficking and volcano research. None of these 100-plus points of agreement addressed cybersecurity.",1
37912,Says the U.S. borrows 42 cents of every dollar Washington spends today and about half of that comes from countries like China.,0
37914,"Obama ""promises more taxes on small business, seniors, your life savings, your family.""",1
37915,On an early date for Floridas presidential primary,1
37916,"Alex Sink was ""the first official who said that BP should pay $25 million for an ad campaign to promote Florida tourism.""",1
37918,"Texas is experiencing the fastest population growth in the country, adding more than 1,000 people a day.",1
37919,"A few months into office, (President Barack Obama) traveled around the globe to apologize for America.",0
37920,The average cost for health insurance in Florida went from about $600 a month for an individual to about $150 a month.,0
37921,"Her health care plan will cost $110-billion in the first year, which can be paid for with savings.",1
37922,"Georgia has lost 14 percent of its jobs paying more than $50,000 a year and added 15 percent to its Medicaid rolls during the recovery.",1
37925,The five Guantanamo detainees swapped for Bowe Bergdahl are right now back on the battlefield.,1
37926,Clinton said great things about NAFTA until she started running for president.,1
37927,Members of the military dont contribute toward their pension.,0
37929,Gov. Romney's own health care plan in Massachusetts ... requires by law that a representative from Planned Parenthood sit on the MassHealth advisory board.,1
37932,"Under those eight years before (Barack)Obama came along, we didnt have any successful radical Islamic terrorist attack in the United States since Sept. 11, 2001.",1
37933,"Says New Jersey lost private-sector jobs between 2000 and 2009 because Democrats increased taxes, fees, regulations and state spending.",1
37937,The Every Student Succeeds Act did away basically with Common Core.,1
37938,Says Senate candidate Katie McGinty made thousands from companies she previously regulated.,0
37939,Congress and President Obama have accumulated more debt since he took office than the total amount of debt accumulated during the first 200 years of the United States existence.,1
37940,Says Hillary Clinton tripled the number of people with AIDS whose lives are being saved .. and it did not cost you any more money.,1
37941,Florida ranks last in the ratio of employees to residents...And Florida is dead last in the nation in state employee payroll expenditures per resident.,0
37946,"Thanks to our policies, for the first time in state history, we have put millions of dollars into our rainy day fund in consecutive years.",1
37948,Undocumented immigrants pay $12 billion of taxes every single year.,0
37949,The average student comes out of college hundreds of thousands of dollars in debt.,0
37950,Says GOP Congressional candidate Scott Jones wants to build a wall. He wants to round people up and deport folks.,1
37953,"Fully inflating tires is ""a step that every expert says would absolutely reduce our oil consumption by 3 to 4 percent.""",1
37959,Says new figures he released showing Wisconsin job gains for 2011 are the final job numbers.,1
37961,Says he forced Washington to open up the Arctic Ocean to oil drilling.,0
37962,New food safety legislation will regulate backyard gardening.,1
37963,"A bipartisan payroll tax cut championed by the White House has meant that the average family has an extra $1,000 in their pocket this year.",0
37964,"According to the Centers for Disease Control and Prevention (CDC), about 120 Americans on average die from a drug overdose every day. Overall, drug overdose deaths now outnumber deaths from firearms.",0
37965,The United Nations has conducted 172 successful peacekeeping missions and negotiations.,1
37967,RIPTA has really some of the fullest buses for its transit agency size around the country.,1
37970,Every one of more than 30 federal judges who have considered the issue of gay and lesbian rights since last June ruled that marriage is a constitutional right and you cannot deprive individual citizens of that right based on their sexual orientation.,1
37971,The Obama administration has cut taxes on small businesses 17 times.,0
37972,One out of four of our young people say they are victims of this (dating) violence.,1
37975,"Says that when he was governor of Utah, he worked with the state Legislature to create a flat tax that cut income taxes by 30 percent.",0
37976,"The health care plan for members of Congress ""is no better than the janitor who cleans their offices.""",0
37977,"On most things except witch trials, Virginia will always have been first.",1
37981,"The Great Lakes Compact has a loophole. And the loophole is that while you cannot remove the water in a big transport, you can remove it in containers of 5.7 gallons or less.",1
37983,"Says U.S. Sen. Ron Johnson wants to put 100,000 troops, including 25,000 Americans, into the area where ISIS is.",1
37985,"In July 2010 the government said small businesses -- 60 percent -- will lose their health care, 45 percent of big business and a large percentage of individual health.",0
37986,If our recovery were more typical of the postwar era . . . we would have 14 million more jobs today.,1
37988,A majority of our students are trapped in underperforming schools.,0
37989,Road construction bids are coming in at the lowest in the modern era.,1
37990,"Says Scott Walker said Labor unions dont deserve to have a national holiday due to their damage to the economy. And the holiday should be replaced by Patriots Day, celebrated every year on 9/11.",1
37991,Alex Sink wants to cut Medicare.,1
37993,"Every family health insurance policy has ""a $900 hidden tax"" to subsidize health care costs of the uninsured.",0
37998,Federal law adopted under Tommy Thompsons watch prohibits the government from negotiating for better prices on prescription drugs for senior citizens,1
37999,"Jeff Greene ""is the king of the undercover Credit Default Swap that brought about the destruction of our economy that we have right now.""",1
38000,"After filing a lawsuit in Rhode Island, we reached an agreement with state agencies that resulted in more voters being registered in the first full month after our lawsuit than in the entire previous two-year reporting period.",1
38001,Foreign Trade Zones allow U.S. land to be inhabited by Chinese communists -- communists straight from China! They are to set up little towns and live here.,1
38003,Claims credit for food tax reductions that previous Democrat regimes refused to make.,0
38004,"Two million new jobs have been created, in California since 2011.",1
38005,The states that actually have lots of teachers in teacher unions tend to be the states that have done the best in terms of academic success in this country.,1
38006,"Replacing 100,000 old toilets with water-efficient models has saved 2.4 million gallons of water every day.",1
38010,"The Interior Department has only 30 days to review an exploration plan submitted by an oil company. That leaves no time for the appropriate environmental review. The result is, they are continually waived.",1
38011,Says because of Hurricane Sandy in Atlantic City much of that boardwalk no longer exists -- just the pillars where the boardwalk used to be.,1
38013,"Says Hillary Clinton was completely exonerated, when I was in the White House by an officialinquiryon Whitewater.",1
38016,Hillary Clinton invented ISIS with her stupid policies. She is responsible for ISIS.,0
38017,Fifty-three percent of teens in Central Falls are getting pregnant.,1
38021,Snitker has been virtually ignored by the major media.,1
38023,Chris Jacobs has been financed by the same men who are now facing charges in one of Western New Yorks largest public corruption schemes,1
38024,Ninety-eight percent of the American people will not see their taxes go up due to the House health care bill.,0
38025,More than 25 million Americans are unemployed. More than 50 million live without health insurance. Perhaps 100 million live in poverty.,1
38028,"Says Hillary Clinton has pledged amnesty in her first 100 days, and her plan will provide Obamacare, Social Security, and Medicare for illegal immigrants, breaking the federal budget.",0
38029,Says Ronald Reagan was behind in the polls in 1980 going into the debate with Jimmy Carter and then turned around 10 days later and won 40 states.,0
38030,"Its actually easier for the United States to get flight manifests from E.U. nations than it is for E.U. nations to get them from their own neighbors, thanks to an agreement the U.S. negotiated when I was secretary of state.",1
38031,Says Oregon canned blueberries will be cheaper in South Korea thanks to a trade agreement.,1
38035,"I'm proud of the fact that I've raised more money from small donors than anybody else, and that we're getting $25, $50, $100 donations, and we've done very well doing it that way.",1
38038,Half of all CEOs say that the shutdown and the threat of shutdown set back their plans to hire over the next six months.,0
38039,Sherrod Brown failed to pay his own taxes three separate times.,1
38043,"Since President Obama took office in January 2009, the federal government has issued more than 468,500 pages of regulations.",1
38044,"People buy more items during Georgias sales-tax holidays, boosting economic activity.",1
38045,Americans are working longer hours for low wages . . . and yet almost all new income and wealth is going to the top 1 percent.,1
38046,No one in the country has ever built a brand new sports facility and created this kind of development at the same time.,1
38047,"A government analysis shows under a proposed transportation tax, metro Atlanta will create or support an additional 200,000 new jobs, including jobs that are maintained year over year.",1
38049,The U.S. gun homicide rate is 20 times the combined rate of other western nations.,0
38053,"Medical-grade marijuana alonewill not get that patient high, no matter what level of THC, CBD or any other compound is found in the plant.",1
38057,Together we added more jobs than any other area while I was Dane County executive.,1
38058,Sen. Rubio has the worst vote attendance record of any Florida senator in nearly 50 years.,0
38059,I can't sign money. That's illegal.,0
38062,"The average person will pay $6,000 more a year under Rep. Paul Ryans Medicare proposal.",1
38064,There are still tens of thousands of missing service members from previous and current conflicts that our nation is working to find and repatriate.,0
38065,Property taxes had increased 70 percent in the previous 10 years.,0
38067,Wild Bill Hickok had his first duel in the town square here. And the family legend is that he is a distant cousin of mine.,1
38068,"Under the new health care law, the elderly will be denied care when they have ""passed the age limit for treatment.""",1
38071,Ohio companies export more goods and services globally than 41 other states.,1
38072,Says aWHO proposal portrays milk and dairy products as an obstacle to a healthy start in life.,1
38074,Julie Lassa willingly took a hefty pay raise at a time when people throughout her district and the state were losing their jobs.,1
38076,More Hispanics have been elected statewide (in Texas) on the Republican ticket than on the Democratic ticket.,1
38079,Im the only candidate for governor whos rolled out any policies so far.,1
38083,"The HOPE scholarship has helped turn our University System into one of the best in the Southeast, with two institutions ranked in the top 20 of public universities in the country.",1
38084,Barack Obama issued a decree demanding that every public school now allow grown men and boys into the little girls bathroom.,0
38085,There have been more than 300 mass shootings in the United States this year more than any other country in the world.,1
38089,"Says since Australia passed tough gun laws, homicides by firearm have declined almost 60 percent.",0
38092,"As secretary of state, (Hillary Clinton) worked hard to get strong sanctions against Irans nuclear program and got Russia and China to support them.",1
38094,Says Iraq has been overrun by ISIS because Hillary Clinton failed to renegotiate . . . a status of forces agreement.,0
38101,Says Amazon has removed aneducational game about Gettysburg.,0
38102,President Barack Obamas policies have forced many parts of the country to experience rolling blackouts.,1
38103,"Says Ive been proven right about Hillary Clintons radical call for open borders, meaning anyone in the world can enter the United States without any limit at all.",1
38107,"Gov. (Pat) McCrory took $500,000 directly out of the disaster relief fund. And you know what its for? House Bill 2.",1
38108,"In Florida, its not illegal for an immediate family member of state officials to prosper from legislation supported by a spouse.",1
38110,Says scientists are in dispute over whether being gay is a choice.,1
38111,The proportion of Rhode Islanders entering substance abuse treatment primarily due to marijuana use has reached its highest point in 20 years.,0
38114,"15 years ago, cancer drugs cost an average of $10,000 a year. Now its $10,000 a month.",0
38115,Anybody who is familiar with the historical data from the IRS knows that raising income tax rates will likely actually reduce federal revenues.,1
38118,"Since 1990, in inflation-adjusted dollars, per-student funding of the (Florida) state university system from general revenue has dropped by about $4,000.",1
38119,"Kasichs budget raised taxes by billions, hitting businesses hard and the middle class even harder.",0
38125,"The newly created state Immigration Enforcement Review Board can actually prosecute, and get them [violators] into jail, if we bring in the attorney general.",1
38126,"Wisconsins concealed-carry permit rules demand more proof than other states that safety training requirements are met, rendering all existing (training) certificates insufficient as part of the permit application",1
38130,95 percent of job creators say Wisconsin is headed in the right direction.,1
38134,"Not a single banker, a CEO from Wall Street, anyone from corporate America nobody, (there was) not one arrest of any of these people who brought down the economy in 2008.",0
38136,We are winning the popular vote.,1
38143,Says 55 percent of council members have come from area where only 10 percent of Austinites live.,1
38144,The transportation sales tax would cost the average consumer an estimated $112 a year.,0
38146,Says that Sherrod Brown is an Obama rubber stamp for supporting the job-killing cap and trade plan.,1
38147,"Says Marco Rubio said we should be considering internment of Muslims, and maybe we should close down cafes and diners where Muslims gather and in fact compared them to the Nazi party.",0
38148,Every major city which has a center of poverty is run by Democrats. Every major city.,1
38149,The attorney general requires that rape victims pay for the rape kit.,1
38151,Says there are half as many students in one Georgia technical college than there were two years ago.,1
38153,"If you are driving on average in America this summer, you'll save according to Department of Energy figures about $70.",0
38154,"Says We do about 300 investigations a year into housing discrimination and in recent years have put about $150,000 of damages into the pockets of individuals who have been treated unfairly.",0
38156,46 percent of women between the age of 16 to 24 despise sexual contact in Japan.,1
38157,Theres $30 billion in expansion funds that weve paid its our money and Nathan Deal wants Washington to keep it.,1
38158,The President wants the U.S. to sign on to the U.N.s International Criminal Court.,0
38161,"American families work hard to earn $4,250 a month. Obama is spending $18,972 a month on each illegal immigrant child.",0
38163,Just this week we received the news that for the first time Social Security is now paying out more in benefits than it's taking in. That was something that was supposed to happen in 2016.,1
38166,Says Michele Bachmann said English was good enough for Jesus when he wrote the Bible.,1
38171,This is the first time in Texas history -- and only the fourth time in United States history -- that two women are running for the top spots.,1
38173,"What I have done -- and this is unprecedented ... is Ive said to each agency ... look at regulations that are already on the books and if they dont make sense, lets get rid of them.",1
38174,"When the mayor of Providences brother wrote over 100 grand in bad checks to the city, Joe Fernandez didnt have the guts to prosecute him. He let him off the hook.",0
38175,Says the Wisconsin Republican Party tweeted Happy International Womens Day! You ladies should get paid less and not be able to make health care decisions.,1
38178,Its been 14 years since a president or a vice president or a member of their family has not gone and attended at least an event at the Olympics.,0
38179,A Republican-sponsored Wisconsin mining bill will take at least seven years to create jobs.,0
38180,"As Milwaukee County executive, Scott Walker eliminated the waiting list for long-term care for older adults through the Family Care program.",1
38181,"The Congressional Budget Office most recently came out and analyzed the current (health care) plan and said that it was not only deficit-neutral, but also that over 10 years it would create a $6 billion surplus.",1
38184,More than 30 cents of every state tax dollar goes to Medicaid.,1
38187,My Treasury team eliminated a 900-case backlog in the Crime Victim Compensation Program.,0
38188,We have not had unemployment this high for this long since the Great Depression.,1
